chain_name,school_borough,school_geometry,school_grades,school_name,school_type,store_borough,store_geometry,uhf34_borough,uhf34_geoname,vincenty
McDonalds,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,BRONX,POINT (-73.892471 40.861685),Bronx,South Bronx,0.4290127690480763
Dunkin Donuts,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,Bronx,POINT (-73.902564 40.860172),Bronx,South Bronx,0.35886586925553465
Dunkin Donuts,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,Bronx,POINT (-73.89857000000001 40.859114),Bronx,South Bronx,0.1748457439914912
Dunkin Donuts,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,Bronx,POINT (-73.90080500000001 40.862709),Bronx,South Bronx,0.44872247581627867
Dunkin Donuts,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,Bronx,POINT (-73.89375200000001 40.862358),Bronx,South Bronx,0.43314080706124286
Dunkin Donuts,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,Bronx,POINT (-73.891418 40.853775),Bronx,South Bronx,0.3751319809229645
McDonalds,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,BRONX,POINT (-73.90285900000001 40.86255),Bronx,South Bronx,0.49206050306702287
Subway,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,Bronx,POINT (-73.90179999999999 40.8621),Bronx,South Bronx,0.43548753920856875
Subway,BRONX,POINT (-73.89742427375509 40.85673415107586),"PK,0K,01,02,SE",P.S. 209,Early Childhood,Bronx,POINT (-73.8973 40.8606),Bronx,South Bronx,0.2668384897612201
Dunkin Donuts,QUEENS,POINT (-73.79515822455056 40.78382692927733),"PK,0K,01,02,03,04,05,SE",P.S. 209 CLEARVIEW GARDENS,Elementary,QUEENS,POINT (-73.8035 40.78237),Queens,Flushing - Clearview,0.4489290321248794
McDonalds,QUEENS,POINT (-73.79515822455056 40.78382692927733),"PK,0K,01,02,03,04,05,SE",P.S. 209 CLEARVIEW GARDENS,Elementary,WHITESTONE,POINT (-73.802307 40.780651),Queens,Flushing - Clearview,0.4343049932862965
Dunkin Donuts,BROOKLYN,POINT (-73.96166656693194 40.58674186787838),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 209 MARGARET MEAD,K-8,Kings,POINT (-73.96638 40.58066),Brooklyn,Coney Island - Sheepshead Bay,0.48743419199866866
Dunkin Donuts,BROOKLYN,POINT (-73.96166656693194 40.58674186787838),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 209 MARGARET MEAD,K-8,KINGS,POINT (-73.95977999999999 40.58247),Brooklyn,Coney Island - Sheepshead Bay,0.3110211022146878
Dunkin Donuts,BROOKLYN,POINT (-73.96166656693194 40.58674186787838),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 209 MARGARET MEAD,K-8,KINGS,POINT (-73.95434 40.58754),Brooklyn,Coney Island - Sheepshead Bay,0.3893217332576823
McDonalds,STATEN ISLAND,POINT (-74.14511746604694 40.63110162400595),"0K,01,02,03,04,05,SE",P.S. 21 MARGARET EMERY-ELM PARK,Elementary,STATEN ISLAND,POINT (-74.149345 40.625507),SI,Northern SI,0.445441767111607
Wendys,STATEN ISLAND,POINT (-74.14511746604694 40.63110162400595),"0K,01,02,03,04,05,SE",P.S. 21 MARGARET EMERY-ELM PARK,Elementary,STATEN ISLAND,POINT (-74.1474 40.62534),SI,Northern SI,0.4152741106747872
Dunkin Donuts,STATEN ISLAND,POINT (-74.14511746604694 40.63110162400595),"0K,01,02,03,04,05,SE",P.S. 21 MARGARET EMERY-ELM PARK,Elementary,Richmond,POINT (-74.148017 40.624356),SI,Northern SI,0.4897816228516891
Burger King,STATEN ISLAND,POINT (-74.14511746604694 40.63110162400595),"0K,01,02,03,04,05,SE",P.S. 21 MARGARET EMERY-ELM PARK,Elementary,STATEN ISLAND,POINT (-74.144566 40.624531),SI,Northern SI,0.4543071630083472
KFC,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,New York,POINT (-73.94828 40.82983),Manhattan,Washington Heights - Inwood,0.1909128477908164
Dunkin Donuts,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,New York,POINT (-73.94386 40.835868),Manhattan,Washington Heights - Inwood,0.4086190498236159
Dunkin Donuts,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,New York,POINT (-73.944694 40.823819),Manhattan,Washington Heights - Inwood,0.42487858871960354
McDonalds,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,NEW YORK,POINT (-73.95063 40.826694),Manhattan,Washington Heights - Inwood,0.3870159476655149
McDonalds,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,NEW YORK,POINT (-73.944335 40.835319),Manhattan,Washington Heights - Inwood,0.369024371834347
Dunkin Donuts,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,New York,POINT (-73.95098 40.825134),Manhattan,Washington Heights - Inwood,0.4711502205944022
Dunkin Donuts,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,New York,POINT (-73.94876499999999 40.828322),Manhattan,Washington Heights - Inwood,0.24436713845330937
Dunkin Donuts,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,New York,POINT (-73.941035 40.831086),Manhattan,Washington Heights - Inwood,0.20400547078533574
Dunkin Donuts,NEW YORK,POINT (-73.94464264296776 40.82997621399979),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 210 - 21ST CENTURY ACADEMY,K-8,New York,POINT (-73.940988 40.833916),Manhattan,Washington Heights - Inwood,0.33256226977135556
Subway,BRONX,POINT (-73.89013111966469 40.84363723930324),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 211,K-8,Bronx,POINT (-73.89360000000001 40.8465),Bronx,South Bronx,0.26844831396255536
Wendys,BRONX,POINT (-73.89013111966469 40.84363723930324),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 211,K-8,BRONX,POINT (-73.897758 40.842827),Bronx,South Bronx,0.4035619131948144
Dunkin Donuts,BRONX,POINT (-73.89013111966469 40.84363723930324),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 211,K-8,Bronx,POINT (-73.88896099999999 40.84425),Bronx,South Bronx,0.07448225620688895
Dunkin Donuts,BRONX,POINT (-73.89013111966469 40.84363723930324),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 211,K-8,BRONX,POINT (-73.89734799999999 40.844363),Bronx,South Bronx,0.3814822539391193
Dunkin Donuts,BRONX,POINT (-73.89013111966469 40.84363723930324),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 211,K-8,Bronx,POINT (-73.88751499999999 40.83797),Bronx,South Bronx,0.41439632414607813
McDonalds,BRONX,POINT (-73.89013111966469 40.84363723930324),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 211,K-8,BRONX,POINT (-73.893456 40.846584),Bronx,South Bronx,0.26777184279192817
Dunkin Donuts,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,Queens,POINT (-73.88095 40.75593),Queens,West Queens,0.27154102341869824
McDonalds,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,JACKSON HEIGHTS,POINT (-73.889717 40.747173),Queens,West Queens,0.4923313701044509
Burger King,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,JACKSON HEIGHTS,POINT (-73.884163 40.749519),Queens,West Queens,0.2536499746708053
Dunkin Donuts,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,Queens,POINT (-73.88415000000001 40.747524),Queens,West Queens,0.39090645124200446
Dunkin Donuts,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,Queens,POINT (-73.89026 40.74895),Queens,West Queens,0.41449583123887535
McDonalds,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,JACKSON HEIGHTS,POINT (-73.883865 40.748062),Queens,West Queens,0.35528997194592604
KFC,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,Flushing,POINT (-73.880172 40.756298),Queens,West Queens,0.31864430664218124
Dunkin Donuts,BRONX,POINT (-73.90016288093793 40.82859808175989),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 212,K-8,Bronx,POINT (-73.899703 40.825023),Bronx,South Bronx,0.24786846483176989
Taco Bell,QUEENS,POINT (-73.88464706265353 40.75317646322181),"0K,01,02,03,04,05,SE",P.S. 212,Elementary,Jackson Heights,POINT (-73.88327099999999 40.749946),Queens,West Queens,0.2343145726074991
Dunkin Donuts,BROOKLYN,POINT (-73.985597985358 40.58756239192468),"PK,0K,01,02,03,04,05,SE",P.S. 212 LADY DEBORAH MOODY,Elementary,Kings,POINT (-73.98635 40.582367),Brooklyn,Bensonhurst - Bay Ridge,0.36066199157035306
Wendys,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,NEW YORK,POINT (-73.98354 40.76551),Manhattan,Chelsea - Village,0.38608848447356714
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.9889 40.7685),Manhattan,Chelsea - Village,0.4834523556824339
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98350000000001 40.7639),Manhattan,Chelsea - Village,0.31780461975842
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98 40.7608),Manhattan,Chelsea - Village,0.45724750181434054
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.9943 40.7669),Manhattan,Chelsea - Village,0.4758153732621656
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98480000000001 40.7615),Manhattan,Chelsea - Village,0.2028738489133661
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.9838 40.7587),Manhattan,Chelsea - Village,0.3200373840454923
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.9879 40.7604),Manhattan,Chelsea - Village,0.08565855639519404
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.9889 40.7589),Manhattan,Chelsea - Village,0.17954795529421216
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.9918 40.7584),Manhattan,Chelsea - Village,0.26956616033827074
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.99769999999999 40.7609),Manhattan,Chelsea - Village,0.47573584030644894
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.996 40.7591),Manhattan,Chelsea - Village,0.41878209686085527
Subway,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.97969999999999 40.7591),Manhattan,Chelsea - Village,0.4986691379364596
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.983273 40.767137),Manhattan,Chelsea - Village,0.48123789401928246
Burger King,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,NEW YORK,POINT (-73.991238 40.75765),Manhattan,Chelsea - Village,0.29770829409181837
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.981658 40.763367),Manhattan,Chelsea - Village,0.38972620240802314
KFC,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98301499999999 40.761067),Manhattan,Chelsea - Village,0.2980023297166514
McDonalds,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,NEW YORK,POINT (-73.98818799999999 40.754673),Manhattan,Chelsea - Village,0.4714743388601631
McDonalds,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,NEW YORK,POINT (-73.988039 40.756393),Manhattan,Chelsea - Village,0.35365691046863296
McDonalds,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,NEW YORK,POINT (-73.988945 40.758118),Manhattan,Chelsea - Village,0.23354731227427122
McDonalds,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,NEW YORK,POINT (-73.98184999999999 40.757629),Manhattan,Chelsea - Village,0.4462308014992669
McDonalds,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,MANHATTAN,POINT (-73.984779 40.758728),Manhattan,Chelsea - Village,0.27944263989241885
McDonalds,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,MANHATTAN,POINT (-73.983757 40.762244),Manhattan,Chelsea - Village,0.26271577077230934
McDonalds,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,NEW YORK,POINT (-73.983273 40.765877),Manhattan,Chelsea - Village,0.4140840713976428
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98925 40.755293),Manhattan,Chelsea - Village,0.4291160679784108
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.990351 40.75694),Manhattan,Chelsea - Village,0.3265610147580369
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.990351 40.75694),Manhattan,Chelsea - Village,0.3265610147580369
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.990922 40.757909),Manhattan,Chelsea - Village,0.2743446257775186
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.994534 40.760748),Manhattan,Chelsea - Village,0.31214026869839556
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98745 40.75986),Manhattan,Chelsea - Village,0.12968678057302344
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98369 40.759538),Manhattan,Chelsea - Village,0.29399884226411416
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.981448 40.759305),Manhattan,Chelsea - Village,0.40780884457024114
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.990144 40.762017),Manhattan,Chelsea - Village,0.08544249278373889
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.984225 40.761426),Manhattan,Chelsea - Village,0.2330924410529319
Dunkin Donuts,MANHATTAN,POINT (-73.98866667779524 40.76149598264837),"0K,01,02,03,04,05,SE",P.S. 212 MIDTOWN WEST,Elementary,New York,POINT (-73.98967500000001 40.767488),Manhattan,Chelsea - Village,0.41683693826054796
McDonalds,BROOKLYN,POINT (-73.89027462264075 40.66026834036658),"PK,0K,01,02,03,04,05,SE",P.S. 213 NEW LOTS,Elementary,BROOKLYN,POINT (-73.889664 40.657864),Brooklyn,East New York,0.16897775935228793
Subway,BROOKLYN,POINT (-73.89027462264075 40.66026834036658),"PK,0K,01,02,03,04,05,SE",P.S. 213 NEW LOTS,Elementary,Brooklyn,POINT (-73.89239999999999 40.6574),Brooklyn,East New York,0.22725682431885535
Burger King,BROOKLYN,POINT (-73.89027462264075 40.66026834036658),"PK,0K,01,02,03,04,05,SE",P.S. 213 NEW LOTS,Elementary,BROOKLYN,POINT (-73.89002000000001 40.658453),Brooklyn,East New York,0.12597396141093944
Wendys,BROOKLYN,POINT (-73.89027462264075 40.66026834036658),"PK,0K,01,02,03,04,05,SE",P.S. 213 NEW LOTS,Elementary,BROOKLYN,POINT (-73.891125 40.65801),Brooklyn,East New York,0.16210949249825013
Dunkin Donuts,BROOKLYN,POINT (-73.89027462264075 40.66026834036658),"PK,0K,01,02,03,04,05,SE",P.S. 213 NEW LOTS,Elementary,KINGS,POINT (-73.89064999999999 40.65918),Brooklyn,East New York,0.07764452076715449
Dunkin Donuts,BRONX,POINT (-73.88000128037781 40.83929159193116),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 214,K-8,Bronx,POINT (-73.87651200000001 40.84011),Bronx,South Bronx,0.19137987520671854
Subway,BRONX,POINT (-73.88000128037781 40.83929159193116),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 214,K-8,Bronx,POINT (-73.87949999999999 40.8408),Bronx,South Bronx,0.10734974087766443
McDonalds,BRONX,POINT (-73.88000128037781 40.83929159193116),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 214,K-8,BRONX,POINT (-73.876884 40.840401),Bronx,South Bronx,0.18041004681276945
Subway,BRONX,POINT (-73.88000128037781 40.83929159193116),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 214,K-8,Bronx,POINT (-73.88630000000001 40.8366),Bronx,South Bronx,0.3787607504337472
Burger King,BRONX,POINT (-73.88000128037781 40.83929159193116),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 214,K-8,BRONX,POINT (-73.883098 40.837932),Bronx,South Bronx,0.18745421903945209
Dunkin Donuts,BRONX,POINT (-73.88000128037781 40.83929159193116),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 214,K-8,Bronx,POINT (-73.88751499999999 40.83797),Bronx,South Bronx,0.40418979572796127
Subway,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,Flushing,POINT (-73.8343 40.7697),Queens,Flushing - Clearview,0.31572680350495225
Subway,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,Flushing,POINT (-73.8244 40.7762),Queens,Flushing - Clearview,0.4643007036900547
Wendys,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,FLUSHING,POINT (-73.835807 40.769135),Queens,Flushing - Clearview,0.3995216508014906
Dunkin Donuts,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,Queens,POINT (-73.82417599999999 40.776021),Queens,Flushing - Clearview,0.4586954877224759
Dunkin Donuts,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,Queens,POINT (-73.827575 40.766792),Queens,Flushing - Clearview,0.23590751957994383
Dunkin Donuts,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,Queens,POINT (-73.83458 40.76968),Queens,Flushing - Clearview,0.33048003924873925
McDonalds,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,FLUSHING,POINT (-73.82334899999999 40.764923),Queens,Flushing - Clearview,0.4456719509912529
McDonalds,QUEENS,POINT (-73.82831272309855 40.77016448321209),"PK,0K,01,02,03,04,05,SE",P.S. 214 CADWALLADER COLDEN,Elementary,FLUSHING,POINT (-73.834373 40.770061),Queens,Flushing - Clearview,0.3180047315335767
McDonalds,BROOKLYN,POINT (-73.86306461777728 40.67627003666306),"PK,0K,01,02,03,04,05,SE",P.S. 214 MICHAEL FRIEDSAM,Elementary,BROOKLYN,POINT (-73.86035200000001 40.670147),Brooklyn,East New York,0.4458880338421873
Dunkin Donuts,BROOKLYN,POINT (-73.86306461777728 40.67627003666306),"PK,0K,01,02,03,04,05,SE",P.S. 214 MICHAEL FRIEDSAM,Elementary,Queens,POINT (-73.856239 40.671925),Brooklyn,East New York,0.46741381978174656
McDonalds,BROOKLYN,POINT (-73.86306461777728 40.67627003666306),"PK,0K,01,02,03,04,05,SE",P.S. 214 MICHAEL FRIEDSAM,Elementary,OZONE PARK,POINT (-73.861717 40.679531),Brooklyn,East New York,0.23588646076444222
Dunkin Donuts,BROOKLYN,POINT (-73.86306461777728 40.67627003666306),"PK,0K,01,02,03,04,05,SE",P.S. 214 MICHAEL FRIEDSAM,Elementary,Kings,POINT (-73.864704 40.679139),Brooklyn,East New York,0.21588557047840456
Dunkin Donuts,BROOKLYN,POINT (-73.86306461777728 40.67627003666306),"PK,0K,01,02,03,04,05,SE",P.S. 214 MICHAEL FRIEDSAM,Elementary,Kings,POINT (-73.870576 40.677877),Brooklyn,East New York,0.40988250485278493
Burger King,BROOKLYN,POINT (-73.86306461777728 40.67627003666306),"PK,0K,01,02,03,04,05,SE",P.S. 214 MICHAEL FRIEDSAM,Elementary,BROOKLYN,POINT (-73.866924 40.675751),Brooklyn,East New York,0.20588898196953476
Dunkin Donuts,BROOKLYN,POINT (-73.86306461777728 40.67627003666306),"PK,0K,01,02,03,04,05,SE",P.S. 214 MICHAEL FRIEDSAM,Elementary,KINGS,POINT (-73.86582 40.67528),Brooklyn,East New York,0.16006307024649682
KFC,QUEENS,POINT (-73.75828139238342 40.59963630933873),"PK,0K,01,02,03,04,05,SE",P.S. 215 LUCRETIA MOTT,Elementary,Far Rockaway,POINT (-73.7548 40.60559),Queens,Rockaway,0.4497644822980599
Dunkin Donuts,QUEENS,POINT (-73.75828139238342 40.59963630933873),"PK,0K,01,02,03,04,05,SE",P.S. 215 LUCRETIA MOTT,Elementary,Queens,POINT (-73.752999 40.604817),Queens,Rockaway,0.45273219935723935
Dunkin Donuts,QUEENS,POINT (-73.75828139238342 40.59963630933873),"PK,0K,01,02,03,04,05,SE",P.S. 215 LUCRETIA MOTT,Elementary,Queens,POINT (-73.754616 40.596555),Queens,Rockaway,0.28700099874951573
McDonalds,QUEENS,POINT (-73.75828139238342 40.59963630933873),"PK,0K,01,02,03,04,05,SE",P.S. 215 LUCRETIA MOTT,Elementary,FAR ROCKAWAY,POINT (-73.755112 40.605076),Queens,Rockaway,0.4106906307156
Dunkin Donuts,BROOKLYN,POINT (-73.96970861455867 40.5903227202675),"PK,0K,01,02,03,04,05,SE",P.S. 216 ARTURO TOSCANINI,Elementary,Kings,POINT (-73.972707 40.590511),Brooklyn,Coney Island - Sheepshead Bay,0.15825361587202932
Dunkin Donuts,BROOKLYN,POINT (-73.96641001094066 40.63372424042328),"PK,0K,01,02,03,04,05,SE",P.S. 217 COLONEL DAVID MARCUS SCHOOL,Elementary,KINGS,POINT (-73.962497 40.635215),Brooklyn,Borough Park,0.2299815204169132
Subway,BROOKLYN,POINT (-73.96641001094066 40.63372424042328),"PK,0K,01,02,03,04,05,SE",P.S. 217 COLONEL DAVID MARCUS SCHOOL,Elementary,Brooklyn,POINT (-73.96299999999999 40.635),Brooklyn,Borough Park,0.1997026534221299
McDonalds,BROOKLYN,POINT (-73.96641001094066 40.63372424042328),"PK,0K,01,02,03,04,05,SE",P.S. 217 COLONEL DAVID MARCUS SCHOOL,Elementary,BROOKLYN,POINT (-73.968124 40.635811),Brooklyn,Borough Park,0.1698548235259466
Dunkin Donuts,BROOKLYN,POINT (-73.96641001094066 40.63372424042328),"PK,0K,01,02,03,04,05,SE",P.S. 217 COLONEL DAVID MARCUS SCHOOL,Elementary,KINGS,POINT (-73.96802 40.63535),Brooklyn,Borough Park,0.14052345909994407
McDonalds,BROOKLYN,POINT (-73.92262858175698 40.65913399486845),"PK,0K,01,02,03,04,05,SE",P.S. 219 KENNEDY-KING,Elementary,BROOKLYN,POINT (-73.930542 40.656101),Brooklyn,Bedford Stuyvesant - Crown Heights,0.4655340761858792
Subway,BROOKLYN,POINT (-73.92262858175698 40.65913399486845),"PK,0K,01,02,03,04,05,SE",P.S. 219 KENNEDY-KING,Elementary,Brooklyn,POINT (-73.9203 40.6615),Brooklyn,Bedford Stuyvesant - Crown Heights,0.20402207298032463
