chain_name,school_borough,school_geometry,school_grades,school_name,school_type,store_borough,store_geometry,uhf34_borough,uhf34_geoname,vincenty
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.97889000000001 40.74012),Manhattan,Upper East Side - Gramercy,0.18453591700746164
McDonalds,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,NEW YORK,POINT (-73.98393 40.743156),Manhattan,Upper East Side - Gramercy,0.34778708076126047
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.979491 40.735705),Manhattan,Upper East Side - Gramercy,0.21882279747218145
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.985376 40.739941),Manhattan,Upper East Side - Gramercy,0.2230277553171921
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.98169 40.738031),Manhattan,Upper East Side - Gramercy,0.027968835254382998
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.981651 40.740548),Manhattan,Upper East Side - Gramercy,0.14597932480785517
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.985966 40.744504),Manhattan,Upper East Side - Gramercy,0.47706677105206374
McDonalds,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,MANHATTAN,POINT (-73.97916499999999 40.736945),Manhattan,Upper East Side - Gramercy,0.16464846351538615
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.980665 40.742522),Manhattan,Upper East Side - Gramercy,0.2865762506235505
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.976546 40.744015),Manhattan,Upper East Side - Gramercy,0.468222381608328
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.9806 40.7389),Manhattan,Upper East Side - Gramercy,0.06239855950716785
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.9836 40.7409),Manhattan,Upper East Side - Gramercy,0.19952803031536978
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.97839999999999 40.7452),Manhattan,Upper East Side - Gramercy,0.49656742449813795
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.9773 40.7434),Manhattan,Upper East Side - Gramercy,0.41090080004838625
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.9832 40.7443),Manhattan,Upper East Side - Gramercy,0.4132951402143878
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.982654 40.744972),Manhattan,Upper East Side - Gramercy,0.454502019623035
McDonalds,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,NEW YORK,POINT (-73.98785599999999 40.740654),Manhattan,Upper East Side - Gramercy,0.3615158517155441
McDonalds,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,NEW YORK,POINT (-73.978949 40.744904),Manhattan,Upper East Side - Gramercy,0.46799522495211354
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.9863 40.7342),Manhattan,Upper East Side - Gramercy,0.3817003850138784
KFC,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.98521700000001 40.732293),Manhattan,Upper East Side - Gramercy,0.46386014114643337
McDonalds,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,NEW YORK,POINT (-73.990517 40.736977),Manhattan,Upper East Side - Gramercy,0.4777618776347469
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.98703500000001 40.733111),Manhattan,Upper East Side - Gramercy,0.4644198320095901
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.98090000000001 40.7342),Manhattan,Upper East Side - Gramercy,0.2944789269779904
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.989057 40.736165),Manhattan,Upper East Side - Gramercy,0.42064244315771104
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.9808 40.7426),Manhattan,Upper East Side - Gramercy,0.2907473664442994
Subway,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.9898 40.7348),Manhattan,Upper East Side - Gramercy,0.49725733464705074
Dunkin Donuts,MANHATTAN,POINT (-73.98161774987457 40.73843258765369),"09,10,11,12,SE",47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,Secondary School,New York,POINT (-73.98157 40.732186),Manhattan,Upper East Side - Gramercy,0.4310375897587887
Dunkin Donuts,QUEENS,POINT (-73.88708612274088 40.7372273068073),"04,05,SE",51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE,Elementary,Queens,POINT (-73.88334999999999 40.743297),Queens,West Queens,0.46245405241102383
McDonalds,QUEENS,POINT (-73.88708612274088 40.7372273068073),"04,05,SE",51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE,Elementary,ELMHURST,POINT (-73.883179 40.738327),Queens,West Queens,0.21865757019737306
McDonalds,MANHATTAN,POINT (-73.9501466588042 40.81835460522813),"09,10,11,12,SE",A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,NEW YORK,POINT (-73.958916 40.815941),Manhattan,Washington Heights - Inwood,0.48895722908921524
Dunkin Donuts,MANHATTAN,POINT (-73.9501466588042 40.81835460522813),"09,10,11,12,SE",A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,New York,POINT (-73.944694 40.823819),Manhattan,Washington Heights - Inwood,0.47315431172615896
McDonalds,MANHATTAN,POINT (-73.9501466588042 40.81835460522813),"09,10,11,12,SE",A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,NEW YORK,POINT (-73.953332 40.822008),Manhattan,Washington Heights - Inwood,0.30238204037472755
Dunkin Donuts,MANHATTAN,POINT (-73.9501466588042 40.81835460522813),"09,10,11,12,SE",A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,NEW YORK,POINT (-73.95614 40.81362),Manhattan,Washington Heights - Inwood,0.45327175611222165
McDonalds,MANHATTAN,POINT (-73.9501466588042 40.81835460522813),"09,10,11,12,SE",A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,NEW YORK,POINT (-73.94136 40.817932),Manhattan,Washington Heights - Inwood,0.4615417251502191
Dunkin Donuts,MANHATTAN,POINT (-73.9501466588042 40.81835460522813),"09,10,11,12,SE",A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,New York,POINT (-73.95098 40.825134),Manhattan,Washington Heights - Inwood,0.469837534259268
Dunkin Donuts,MANHATTAN,POINT (-73.9501466588042 40.81835460522813),"09,10,11,12,SE",A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,New York,POINT (-73.95466399999999 40.821148),Manhattan,Washington Heights - Inwood,0.3053371870637811
Dunkin Donuts,BROOKLYN,POINT (-73.96813063401358 40.58190358813236),"09,10,11,12,SE",ABRAHAM LINCOLN HIGH SCHOOL,High school,KINGS,POINT (-73.95977999999999 40.58247),Brooklyn,Coney Island - Sheepshead Bay,0.44104447950778025
Dunkin Donuts,BROOKLYN,POINT (-73.96813063401358 40.58190358813236),"09,10,11,12,SE",ABRAHAM LINCOLN HIGH SCHOOL,High school,Kings,POINT (-73.96638 40.58066),Brooklyn,Coney Island - Sheepshead Bay,0.12587775072137247
Dunkin Donuts,BROOKLYN,POINT (-73.96813063401358 40.58190358813236),"09,10,11,12,SE",ABRAHAM LINCOLN HIGH SCHOOL,High school,KINGS,POINT (-73.960195 40.57806),Brooklyn,Coney Island - Sheepshead Bay,0.49460591641958784
McDonalds,BROOKLYN,POINT (-73.96813063401358 40.58190358813236),"09,10,11,12,SE",ABRAHAM LINCOLN HIGH SCHOOL,High school,BROOKLYN,POINT (-73.975105 40.579582),Brooklyn,Coney Island - Sheepshead Bay,0.4003593555386335
Wendys,BROOKLYN,POINT (-73.96813063401358 40.58190358813236),"09,10,11,12,SE",ABRAHAM LINCOLN HIGH SCHOOL,High school,BROOKLYN,POINT (-73.961015 40.577913),Brooklyn,Coney Island - Sheepshead Bay,0.4647131639500361
Dunkin Donuts,QUEENS,POINT (-73.93265083429225 40.75672097192155),"09,10,11,SE",ACADEMY FOR CAREERS IN TELEVISION AND FILM,High school,Queens,POINT (-73.92523300000001 40.7555),Queens,Long Island City - Astoria,0.39823816895924863
McDonalds,QUEENS,POINT (-73.93265083429225 40.75672097192155),"09,10,11,SE",ACADEMY FOR CAREERS IN TELEVISION AND FILM,High school,LONG ISLAND CITY,POINT (-73.926186 40.760616),Queens,Long Island City - Astoria,0.4327780621130475
Dunkin Donuts,QUEENS,POINT (-73.93265083429225 40.75672097192155),"09,10,11,SE",ACADEMY FOR CAREERS IN TELEVISION AND FILM,High school,QUEENS,POINT (-73.92959 40.756444),Queens,Long Island City - Astoria,0.16173830338338074
Subway,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Brooklyn,POINT (-73.96129999999999 40.65),Brooklyn,East Flatbush - Flatbush,0.17406719058218695
Subway,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Brooklyn,POINT (-73.95950000000001 40.655),Brooklyn,East Flatbush - Flatbush,0.401388327319101
Dunkin Donuts,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Kings,POINT (-73.95874000000001 40.65056),Brooklyn,East Flatbush - Flatbush,0.0941690799841709
Burger King,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Brooklyn,POINT (-73.94967 40.650804),Brooklyn,East Flatbush - Flatbush,0.45673986211179274
Burger King,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,BROOKLYN,POINT (-73.958049 40.64736),Brooklyn,East Flatbush - Flatbush,0.13238894658844097
Dunkin Donuts,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,KINGS,POINT (-73.94942 40.65038),Brooklyn,East Flatbush - Flatbush,0.46385060739931205
Dunkin Donuts,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Kings,POINT (-73.958068 40.646449),Brooklyn,East Flatbush - Flatbush,0.1952107706531366
Subway,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Brooklyn,POINT (-73.9494 40.6508),Brooklyn,East Flatbush - Flatbush,0.4704969626062844
Dunkin Donuts,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Kings,POINT (-73.959681 40.655372),Brooklyn,East Flatbush - Flatbush,0.42837516893420474
Dunkin Donuts,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Kings,POINT (-73.96382699999999 40.649034),Brooklyn,East Flatbush - Flatbush,0.30006044442859287
KFC,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,Brooklyn,POINT (-73.95841 40.64848),Brooklyn,East Flatbush - Flatbush,0.057024517415655056
McDonalds,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,BROOKLYN,POINT (-73.96169 40.654762),Brooklyn,East Flatbush - Flatbush,0.4222250363522361
McDonalds,BROOKLYN,POINT (-73.95812656351866 40.64927772950993),"06,07,08,09,10,11,12,SE",ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,BROOKLYN,POINT (-73.958168 40.648705),Brooklyn,East Flatbush - Flatbush,0.03957914387320205
Subway,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,Brooklyn,POINT (-73.9216 40.6304),Brooklyn,Canarsie - Flatlands,0.30765633002142606
Subway,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,Brooklyn,POINT (-73.9147 40.6343),Brooklyn,Canarsie - Flatlands,0.16148440405635978
Burger King,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,BROOKLYN,POINT (-73.91834 40.640553),Brooklyn,Canarsie - Flatlands,0.47386797918671836
Wendys,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,BROOKLYN,POINT (-73.914635 40.634995),Brooklyn,Canarsie - Flatlands,0.18274879114595086
Dunkin Donuts,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,Kings,POINT (-73.91909200000001 40.630492),Brooklyn,Canarsie - Flatlands,0.2339133880552308
McDonalds,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,BROOKLYN,POINT (-73.91553500000001 40.633762),Brooklyn,Canarsie - Flatlands,0.11234486390581275
Dunkin Donuts,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,Kings,POINT (-73.9111 40.63731),Brooklyn,Canarsie - Flatlands,0.42567458969100896
Dunkin Donuts,BROOKLYN,POINT (-73.91767081761898 40.63370442872617),"09,10,11,SE",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,Kings,POINT (-73.919268 40.639007),Brooklyn,Canarsie - Flatlands,0.3753933675796889
Dunkin Donuts,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,Kings,POINT (-73.905415 40.69597),Brooklyn,Williamsburg - Bushwick,0.32668650039494507
Dunkin Donuts,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,QUEENS,POINT (-73.90563 40.70043),Brooklyn,Williamsburg - Bushwick,0.3871632055303059
McDonalds,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,RIDGEWOOD,POINT (-73.91046799999999 40.699519),Brooklyn,Williamsburg - Bushwick,0.180664102886427
Subway,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,Ridgewood,POINT (-73.90389999999999 40.7005),Brooklyn,Williamsburg - Bushwick,0.4650656151863916
Subway,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,Brooklyn,POINT (-73.9175 40.6989),Brooklyn,Williamsburg - Bushwick,0.3417423624511685
Burger King,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,BROOKLYN,POINT (-73.918875 40.698657),Brooklyn,Williamsburg - Bushwick,0.40444425860455396
Dunkin Donuts,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,Kings,POINT (-73.91807 40.698923),Brooklyn,Williamsburg - Bushwick,0.3701651349736218
McDonalds,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,BROOKLYN,POINT (-73.91965500000001 40.699417),Brooklyn,Williamsburg - Bushwick,0.4600888823944187
KFC,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,Brooklyn,POINT (-73.911411 40.699474),Brooklyn,Williamsburg - Bushwick,0.1695819098898644
Dunkin Donuts,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,Queens,POINT (-73.911619 40.699917),Brooklyn,Williamsburg - Bushwick,0.20023984435918477
Burger King,BROOKLYN,POINT (-73.91148143949889 40.69701694996476),"09,10,11,12,SE",ACADEMY FOR ENVIRONMENTAL LEADERSHIP,High school,RIDGEWOOD,POINT (-73.90304 40.70031),Brooklyn,Williamsburg - Bushwick,0.4981572995611822
Dunkin Donuts,BROOKLYN,POINT (-73.93944134244515 40.67604800590948),"09,10,11,12,SE",ACADEMY FOR HEALTH CAREERS,High school,Kings,POINT (-73.933762 40.677144),Brooklyn,Bedford Stuyvesant - Crown Heights,0.3077931963455954
McDonalds,BROOKLYN,POINT (-73.93944134244515 40.67604800590948),"09,10,11,12,SE",ACADEMY FOR HEALTH CAREERS,High school,BROOKLYN,POINT (-73.940102 40.680096),Brooklyn,Bedford Stuyvesant - Crown Heights,0.2814669304685454
Subway,BROOKLYN,POINT (-73.93944134244515 40.67604800590948),"09,10,11,12,SE",ACADEMY FOR HEALTH CAREERS,High school,Brooklyn,POINT (-73.941 40.6801),Brooklyn,Bedford Stuyvesant - Crown Heights,0.2913379485771191
Dunkin Donuts,BRONX,POINT (-73.91562710898955 40.8496479860442),"09,10,11,12",ACADEMY FOR LANGUAGE AND TECHNOLOGY,High school,BRONX,POINT (-73.912414 40.847596),Bronx,South Bronx,0.2199887582112518
McDonalds,BRONX,POINT (-73.91562710898955 40.8496479860442),"09,10,11,12",ACADEMY FOR LANGUAGE AND TECHNOLOGY,High school,BRONX,POINT (-73.916202 40.850258),Bronx,South Bronx,0.05176135168312022
McDonalds,BRONX,POINT (-73.91562710898955 40.8496479860442),"09,10,11,12",ACADEMY FOR LANGUAGE AND TECHNOLOGY,High school,BRONX,POINT (-73.914978 40.844677),Bronx,South Bronx,0.34469947116365957
Burger King,BRONX,POINT (-73.91562710898955 40.8496479860442),"09,10,11,12",ACADEMY FOR LANGUAGE AND TECHNOLOGY,High school,BRONX,POINT (-73.908432 40.852265),Bronx,South Bronx,0.4180191301314262
Dunkin Donuts,BRONX,POINT (-73.91562710898955 40.8496479860442),"09,10,11,12",ACADEMY FOR LANGUAGE AND TECHNOLOGY,High school,Bronx,POINT (-73.90868500000001 40.853711),Bronx,South Bronx,0.4592502366420003
Dunkin Donuts,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,QUEENS,POINT (-73.92058 40.76669),Queens,Long Island City - Astoria,0.14341426436525165
McDonalds,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,LONG ISLAND CITY,POINT (-73.930984 40.766312),Queens,Long Island City - Astoria,0.4047930580108433
Dunkin Donuts,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,Queens,POINT (-73.91806 40.77045),Queens,Long Island City - Astoria,0.36968934167204354
Dunkin Donuts,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,Queens,POINT (-73.92798500000001 40.763088),Queens,Long Island City - Astoria,0.35840553476276926
Dunkin Donuts,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,QUEENS,POINT (-73.92271 40.76089),Queens,Long Island City - Astoria,0.4138459518704724
McDonalds,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,LONG ISLAND CITY,POINT (-73.926186 40.760616),Queens,Long Island City - Astoria,0.4573138228350591
KFC,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,Astoria,POINT (-73.916031 40.762877),Queens,Long Island City - Astoria,0.47064517443623166
Burger King,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,ASTORIA,POINT (-73.91654800000001 40.769572),Queens,Long Island City - Astoria,0.4004305081992304
Dunkin Donuts,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,Queens,POINT (-73.91580999999999 40.76265),Queens,Long Island City - Astoria,0.48925197099650575
Taco Bell,QUEENS,POINT (-73.9233032939098 40.76687052955479),"06,07,08",ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,Astoria,POINT (-73.916732 40.762004),Queens,Long Island City - Astoria,0.48127490479032053
Burger King,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,BRONX,POINT (-73.896334 40.862569),Bronx,Fordham - Bronx Park,0.30502256472136224
Subway,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,Bronx,POINT (-73.8973 40.8606),Bronx,Fordham - Bronx Park,0.18770148837113768
McDonalds,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,BRONX,POINT (-73.90285900000001 40.86255),Bronx,Fordham - Bronx Park,0.23632504012281205
Dunkin Donuts,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,Bronx,POINT (-73.89375200000001 40.862358),Bronx,Fordham - Bronx Park,0.40777263535341973
Dunkin Donuts,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,Bronx,POINT (-73.90080500000001 40.862709),Bronx,Fordham - Bronx Park,0.2163418269096603
Dunkin Donuts,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,Bronx,POINT (-73.89857000000001 40.859114),Bronx,Fordham - Bronx Park,0.11203757900267279
Subway,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,Bronx,POINT (-73.90179999999999 40.8621),Bronx,Fordham - Bronx Park,0.18475447999052003
Dunkin Donuts,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,Bronx,POINT (-73.902564 40.860172),Bronx,Fordham - Bronx Park,0.10982348069830654
McDonalds,BRONX,POINT (-73.90061974983186 40.85957695062378),"06,07,SE",ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,BRONX,POINT (-73.892471 40.861685),Bronx,Fordham - Bronx Park,0.4510083293772097
Dunkin Donuts,BRONX,POINT (-73.85236887467222 40.88796192411207),"06,07,08,09,10,11,12,SE",ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,Secondary School,Bronx,POINT (-73.849081 40.890493),Bronx,Northeast Bronx,0.2452522141586622
